0.0443863,0.0746746
-0.0222608,0.0810329
0.0308921,0.0510678
0.0268515,-0.0479836
0.0561068,-0.0212228
-0.0150735,-0.0193746
-0.042001,-0.0241314
0.00534273,-0.0582872
0.0332106,0.0749872
-0.0782672,0.027635
-0.0440065,0.0276557
-0.0658688,-0.0310337
-0.0217738,-0.0162223
0.0306757,-0.065928
0.0487402,0.0794003
-0.00255209,-0.0589658
-0.0767771,-0.0633289
0.0734333,-0.0100106
-0.00292589,-0.0101028
0.0509,-0.060829
-0.0350736,0.0851779
0.0576734,0.000497976
-0.0749105,0.0235862
-0.0817955,0.00199891
0.0357158,0.0473424
0.0428105,-0.054791
0.0820475,0.0699631
0.00267051,0.0122441
-0.0811369,-0.0209233
-0.0826436,-0.0579905
0.0489927,-0.0588816
-0.0450969,-0.05761
-0.0152908,0.0109704
0.0204957,0.0646605
0.0173576,-0.0221913
-0.0339281,0.0205905
0.0767234,-0.0212869
0.058484,-0.0227312
0.049334,-0.0605897
-0.0631444,0.048334
0.012873,0.0589275
0.0566527,-0.0373809
-0.0296047,0.0249509
-0.0653393,0.0215385
0.0724942,0.0441851
0.0718867,0.0729874
0.0169527,-0.072087
0.000542105,-0.0197541
0.0536158,0.0389694
-0.0822194,-0.0766244
-0.0775778,0.0350761
-0.0085576,-0.0693585
0.070997,-0.0555084
-0.0158155,-0.035406
0.0542483,-0.0135831
0.0665243,-0.0552145
-0.0558728,0.0579442
-0.0511691,-0.0400787
0.0714415,-0.0295464
-0.0358614,-0.052559
0.0317298,0.0189405
-0.0730727,0.034505
0.00636575,-0.0596887
-0.03432,0.0701885
-0.0339899,-0.0185523
-0.0462162,0.073234
-0.0190063,0.0730552
0.0247607,0.0495965
0.0595455,0.0131022
0.00722244,0.0520005
0.00161879,-0.0168845
0.0690057,0.04792
-0.0476213,0.0498888
-0.0444899,-0.0591392
0.041282,-0.0172573
0.0367054,0.0388407
0.090212,-0.0239372
-0.0341522,-0.0275332
0.0354586,-0.00656888
-0.0645956,0.0493485
0.0535889,-0.067554
-0.016281,0.049669
0.0091829,0.028845
-0.0716506,0.0218992
0.0160466,-0.0343791
-0.0732788,0.0281235
0.00607497,0.0725032
-0.0758056,0.0177775
0.00909889,-0.0560765
0.041407,-0.0702779
-0.0230115,-0.0783769
0.0248954,-0.037493
-0.056766,0.00287129
0.0291591,0.0139537
-0.0611714,-0.0804144
-0.0153877,-0.0727809
-0.0303406,-0.000777413
-0.0640388,-0.051875
-0.0494453,0.0142028
0.0542153,-0.0357939
-0.0138238,0.0671491
-0.0444233,-0.0479496
-0.000724626,0.0283262
0.0470737,0.0647357
-0.0371039,0.00302788
-0.0550575,-0.0853917
0.0323156,-0.0305963
-0.0544585,0.0251369
0.0887017,-0.0257803
-0.0318466,0.0409609
-0.016352,-0.0670621
-0.0255581,0.0275918
-0.0316721,0.0474705
0.0160267,0.0564995
-0.059371,-0.0853967
-0.0721477,-0.0354646
-0.0572846,0.0399169
0.0294477,-0.0793457
-0.0338613,0.0344362
0.0235608,-0.0738176
-0.0221945,0.0494544
-0.0339309,0.0443011
0.00681006,0.0325127
0.08809,-0.0632739
-0.016827,0.0130693
0.0172408,0.0637805
-0.0482142,-0.0155772
-0.00547899,-0.00651691
0.0897197,0.0639723
-0.0101275,-0.0681678
0.0407981,0.0545032
-0.0113688,0.0567283
0.0783404,0.0638672
-0.0625107,0.0170798
0.0123476,-0.0430915
0.0813178,0.0124819
0.0131821,0.019445
-0.0323026,0.0614756
-0.0592787,-0.027419
-0.0155432,0.0171437
-0.0492277,-0.0578199
0.0522869,0.0515089
-0.0113876,-0.0650618
-0.0546187,-0.0335185
0.0634545,-0.0107066
-0.000376375,-0.0570436
-0.00191267,-0.0214325
-0.0369336,-0.0720783
-0.0433125,-0.0907439
-0.0436983,0.0509703
0.0617015,-0.0723225
0.0572253,0.0246458
0.0827545,-0.0301075
-0.0510446,-0.0671457
0.0605524,0.0514299
0.0387888,0.0465603
-0.0153991,0.0168349
-0.0245688,-0.0257245
-0.0538223,0.0527455
0.0484384,0.0549774
-0.0636045,-0.0690518
-0.0316818,0.00197845
0.0953473,-0.0928579
-0.0421834,0.0481936
-0.063133,0.0401087
-0.0737341,-0.0837548
0.0508411,0.0160521
0.0506798,-0.074277
-0.00602674,-0.0677926
-0.0380673,0.00288732
0.0392668,0.0477682
-0.0138529,-0.0594039
0.0329261,0.0523606
-0.0767034,0.0429867
0.068727,0.0563155
0.0452433,0.0712525
-0.0120652,-0.0247392
-0.00436094,-0.0159593
-0.0211293,0.0544821
0.0421664,-0.0181943
0.0030556,-0.0763473
0.00447391,0.0338014
-0.0481565,-0.0848049
-0.0142345,0.0199171
0.0502606,0.00800724
0.0726345,0.0363254
-0.048335,-0.0503532
-0.0257999,0.0261583
-0.0213671,0.0601728
4.78342e-05,0.0376965
-0.068391,-0.0178559
-0.00121786,-0.0534817
-0.0265617,-0.0258856
0.0584396,0.0720961
0.0146208,-0.0615757
0.0337829,-0.0629353
0.0726083,-0.0507525
0.0539674,-0.0638487
-0.022712,0.0397009
0.0337348,0.0590241
0.0350844,0.0132223
0.0727727,0.0257392
-0.0469055,-0.0306902
0.0427275,-0.0233362
0.0418603,-0.0299534
-0.0561577,0.0409336
-0.0142808,0.00635862
-0.0290873,0.00859487
0.0242265,-0.012276
-0.0284141,-0.0299361
-0.0590034,-0.0597937
-0.0428463,-0.013775
-0.0340891,-0.0700658
-0.0120293,0.0107578
-0.00331676,-0.030272
0.0807428,-0.0142851
-0.060497,-0.0557033
-0.0358995,-0.0770496
0.0721137,0.0562472
-0.0111978,-0.0184951
0.0433491,-0.0326201
-0.0557019,0.00663168
-0.0325047,-0.0150378
-0.0627768,-0.074461
-0.0784003,0.00227654
0.0357703,0.060678
0.0242725,-0.00716473
-0.0157687,-0.039409
0.0493816,-0.0181159
0.0607166,0.0785325
0.0661665,0.0703146
-0.0595409,0.0599299
-0.0154461,-0.0555514
0.0752443,0.00484302
-0.0873009,-0.0275527
-0.0028918,0.0214951
-0.029231,-0.0110238
0.0270448,-0.0181159
-0.0713579,0.0635965
-0.0337314,0.0212767
-0.0717426,-0.0112194
0.0866956,0.0463643
0.0354991,-0.101263
0.106416,0.0423895
0.0526826,-0.0382513
0.049077,-0.0582349
0.0633497,0.0450222
-0.0299041,0.00716541
-0.0234186,-0.0489984
0.0506293,0.0108798
0.0224796,0.0633698
-0.0240543,0.0297506
-0.0411377,0.0234241
0.0668166,-0.0722707
0.0618922,-0.0413013
-0.0836919,-0.00391571
0.0443341,0.0133417
0.00184466,0.0268561
-0.0483619,-0.0122508
0.0511801,-0.0742537
0.0340556,0.0328511
-0.0338355,0.0243337
0.00769253,0.0586473
-0.0252113,-0.0562327
-0.0118826,-0.0338356
-0.0280167,-0.0458581
0.0224522,-0.0253228
0.0554557,-0.0284911
0.0429745,-0.0508523
0.0583497,0.0782071
0.0742174,-0.00430207
0.0151641,-0.0799151
0.0164291,-0.0703821
-0.0431231,0.0482393
-0.0496271,-0.0932916
0.0551576,0.0587901
0.0797725,-0.00638148
-0.00174695,0.0436229
-0.000192535,0.0376534
-0.0815654,0.0560666
-0.0150347,-0.0637505
-0.0260855,-0.00261572
-0.0420378,-0.0239538
0.0547678,0.0100721
-0.0729626,0.0535599
0.0423908,0.0266525
-0.0350979,-0.0418396
0.0178751,0.0888204
0.0612326,0.0758879
-0.0619062,-0.07691
-0.025538,-0.0663402
-0.014438,0.0259447
0.0494848,-0.00346903
-0.087597,-0.0358004
-0.0354181,0.00526414
-0.0235963,0.0521254
-0.0684934,0.0474279
-0.0190325,-0.0454007
-0.0980417,-0.00473645
-0.0511429,-0.0401664
0.0472136,0.0462473
0.0332935,0.0601649
-0.0701699,0.0660179
-0.0295365,0.0456899
0.0217843,0.0204222
0.0217599,0.0113107
0.052386,-0.0202438
-0.0523147,0.0830908
-0.0131165,0.0127681
-0.0224815,-0.0525675
0.0307222,0.00918116
-0.0681177,-0.0524864
-0.0648517,-0.0134122
-0.0215788,0.0946693
-0.00389848,0.018016
0.0554089,0.0401433
-0.0801888,-0.0157815
-0.0501184,-0.00111399
-0.055732,-0.0681822
0.0258676,0.0632647
-0.000712094,-0.0566851
-0.00044394,0.00284894
0.0676968,-0.0306095
-0.0656417,-0.0238904
0.0640603,0.0582516
-0.0932783,0.0358177
-0.00171607,-0.0685048
-0.0177093,0.0390674
0.00773071,-0.0406147
-0.0825351,0.0358478
0.0520548,-0.0704777
-0.0194836,-0.0712961
0.050818,0.0455389
0.000911275,-0.0781463
-0.0357305,0.0394408
0.000168334,0.0469687
0.00888706,0.008372
-0.0151953,0.0228397
0.0232629,-0.0450059
-0.0550916,-0.0169178
0.0128549,0.0721307
